Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_ZCTA3,ACS23_5yr_B25001001,ACS23_5yr_B25001001s,ACS23_5yr_B25003001,ACS23_5yr_B25003002,ACS23_5yr_B25003003,ACS23_5yr_B25003001s,ACS23_5yr_B25003002s,ACS23_5yr_B25003003s,ACS23_5yr_B25008001,ACS23_5yr_B25008002,ACS23_5yr_B25008003,ACS23_5yr_B25008001s,ACS23_5yr_B25008002s,ACS23_5yr_B25008003s,ACS23_5yr_B25008B001,ACS23_5yr_B25008B002,ACS23_5yr_B25008B003,ACS23_5yr_B25008B001s,ACS23_5yr_B25008B002s,ACS23_5yr_B25008B003s,ACS23_5yr_B25008D001,ACS23_5yr_B25008D002,ACS23_5yr_B25008D003,ACS23_5yr_B25008D001s,ACS23_5yr_B25008D002s,ACS23_5yr_B25008D003s,ACS23_5yr_B25008H001,ACS23_5yr_B25008H002,ACS23_5yr_B25008H003,ACS23_5yr_B25008H001s,ACS23_5yr_B25008H002s,ACS23_5yr_B25008H003s,ACS23_5yr_B25008I001,ACS23_5yr_B25008I002,ACS23_5yr_B25008I003,ACS23_5yr_B25008I001s,ACS23_5yr_B25008I002s,ACS23_5yr_B25008I003s
"ACSSF","ca","140","00",,,,"06","037",,,"217101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037217101","Census Tract 2171.01",,,"Census Tract 2171.01, Los Angeles County, California","06037217101","395918","0",,,1041,156.9697,925,174,751,150.303,46.66667,152.7273,2662,391,2271,804.2424,113.9394,789.0909,484,161,323,115.7576,84.24242,80.60606,122,115,7,80.60606,80,7.272727,493,106,387,86.66666,55.75758,92.12122,1570,83,1487,806.0606,79.39394,793.3333
"ACSSF","ca","140","00",,,,"06","037",,,"217102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037217102","Census Tract 2171.02",,,"Census Tract 2171.02, Los Angeles County, California","06037217102","501915","0",,,1357,83.0303,1216,281,935,72.12122,55.75758,68.48485,2767,748,2019,194.5455,187.2727,177.5758,650,237,413,181.2121,138.7879,171.5152,216,84,132,80,61.81818,59.39394,1024,313,711,158.7879,109.697,120.6061,660,46,614,199.3939,46.66667,193.9394
"ACSSF","ca","140","00",,,,"06","037",,,"217200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037217200","Census Tract 2172",,,"Census Tract 2172, Los Angeles County, California","06037217200","919065","0",,,1880,135.7576,1695,403,1292,143.0303,69.69697,149.0909,3955,993,2962,352.1212,180.6061,353.9394,860,249,611,284.2424,91.51515,298.7879,295,73,222,98.78788,42.42424,87.87878,1231,233,998,213.3333,86.06061,213.9394,1436,381,1055,169.697,129.0909,194.5455
"ACSSF","ca","140","00",,,,"06","037",,,"218110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218110","Census Tract 2181.10",,,"Census Tract 2181.10, Los Angeles County, California","06037218110","598606","0",,,1348,101.8182,1177,186,991,112.1212,47.27273,110.303,3101,559,2542,446.0606,161.2121,426.6667,759,170,589,155.7576,89.69697,141.8182,281,53,228,81.81818,41.21212,90.30303,381,92,289,142.4242,71.51515,123.6364,1685,244,1441,400.606,110.9091,380.606
"ACSSF","ca","140","00",,,,"06","037",,,"218120",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218120","Census Tract 2181.20",,,"Census Tract 2181.20, Los Angeles County, California","06037218120","445213","0",,,1502,124.8485,1348,224,1124,138.1818,64.24242,151.5152,3402,472,2930,312.1212,176.9697,327.2727,471,0,471,133.3333,8.484848,133.3333,471,222,249,111.5152,81.81818,89.69697,148,9,139,49.69697,9.69697,48.48485,2322,241,2081,289.697,152.7273,285.4546
"ACSSF","ca","140","00",,,,"06","037",,,"218210",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218210","Census Tract 2182.10",,,"Census Tract 2182.10, Los Angeles County, California","06037218210","388481","0",,,1311,105.4545,1255,198,1057,110.9091,35.75758,110.303,3867,617,3250,469.0909,112.7273,468.4849,324,39,285,108.4848,34.54546,104.2424,125,52,73,68.48485,48.48485,50.30303,529,190,339,113.9394,86.06061,86.06061,2856,336,2520,492.1212,126.6667,502.4243
"ACSSF","ca","140","00",,,,"06","037",,,"218220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218220","Census Tract 2182.20",,,"Census Tract 2182.20, Los Angeles County, California","06037218220","672776","0",,,1628,112.1212,1486,479,1007,121.2121,69.69697,124.8485,3988,1630,2358,349.697,249.697,356.9697,1043,170,873,212.7273,93.33334,215.7576,401,280,121,121.2121,113.3333,54.54546,777,370,407,203.6364,113.3333,164.2424,1683,726,957,282.4243,198.1818,285.4546
"ACSSF","ca","140","00",,,,"06","037",,,"218300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218300","Census Tract 2183",,,"Census Tract 2183, Los Angeles County, California","06037218300","891391","9418",,,2281,218.1818,2113,536,1577,232.7273,102.4242,243.0303,4783,1370,3413,499.394,259.394,507.2727,1263,387,876,270.9091,146.0606,260.606,308,204,104,130.303,112.1212,65.45454,1092,185,907,422.4243,85.45454,406.0606,1805,523,1282,331.5151,187.2727,299.394
"ACSSF","ca","140","00",,,,"06","037",,,"218400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218400","Census Tract 2184",,,"Census Tract 2184, Los Angeles County, California","06037218400","656666","0",,,1526,89.69697,1345,460,885,100,86.66666,98.18182,3955,1605,2350,465.4546,448.4849,299.394,600,294,306,96.36364,108.4848,76.36364,134,38,96,52.72727,31.51515,49.09091,598,66,532,164.8485,32.12121,167.2727,2452,1174,1278,448.4849,427.8788,253.3333
"ACSSF","ca","140","00",,,,"06","037",,,"218500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218500","Census Tract 2185",,,"Census Tract 2185, Los Angeles County, California","06037218500","523255","0",,,1045,76.9697,968,215,753,72.72727,30.30303,80.60606,2699,910,1789,249.0909,220,222.4242,641,72,569,174.5455,38.78788,169.0909,81,42,39,33.33333,26.66667,20.60606,321,67,254,73.93939,38.78788,61.21212,1503,634,869,229.0909,219.3939,136.9697
"ACSSF","ca","140","00",,,,"06","037",,,"218600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218600","Census Tract 2186",,,"Census Tract 2186, Los Angeles County, California","06037218600","430627","0",,,1189,93.33334,1096,419,677,96.36364,63.0303,96.36364,3054,1391,1663,236.3636,238.7879,218.7879,642,351,291,133.3333,107.2727,136.3636,253,240,13,152.1212,151.5152,19.39394,470,160,310,138.1818,109.697,92.72727,1414,536,878,178.7879,157.5758,190.9091
"ACSSF","ca","140","00",,,,"06","037",,,"218701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218701","Census Tract 2187.01",,,"Census Tract 2187.01, Los Angeles County, California","06037218701","549903","0",,,897,61.21212,816,344,472,67.87878,60.60606,58.78788,1831,810,1021,219.3939,166.6667,160.6061,592,367,225,99.39394,93.33334,60.60606,58,11,47,30.90909,10.90909,29.09091,94,73,21,47.87879,46.06061,14.54545,1015,359,656,241.8182,160.6061,163.6364
"ACSSF","ca","140","00",,,,"06","037",,,"218702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218702","Census Tract 2187.02",,,"Census Tract 2187.02, Los Angeles County, California","06037218702","359671","0",,,929,67.27273,843,219,624,75.75758,49.69697,75.75758,2681,517,2164,321.2121,104.8485,332.1212,590,251,339,156.9697,96.9697,108.4848,175,76,99,68.48485,36.36364,53.33333,223,127,96,75.75758,54.54546,58.78788,1531,63,1468,286.0606,36.36364,284.8485
"ACSSF","ca","140","00",,,,"06","037",,,"218800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218800","Census Tract 2188",,,"Census Tract 2188, Los Angeles County, California","06037218800","411643","0",,,988,81.81818,939,224,715,78.78788,43.63636,81.81818,2657,739,1918,203.0303,123.6364,197.5758,694,358,336,165.4545,83.0303,147.8788,372,107,265,118.1818,62.42424,106.6667,218,4,214,100,13.93939,96.9697,1252,270,982,163.6364,89.69697,168.4848
"ACSSF","ca","140","00",,,,"06","037",,,"218900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037218900","Census Tract 2189",,,"Census Tract 2189, Los Angeles County, California","06037218900","703403","0",,,2260,143.0303,2136,304,1832,152.7273,87.27273,158.7879,5317,856,4461,490.9091,256.9697,481.2121,1963,390,1573,408.4849,167.8788,398.1818,329,30,299,107.2727,37.57576,107.8788,276,0,276,92.72727,11.51515,92.72727,2654,389,2265,324.8485,209.0909,270.303
"ACSSF","ca","140","00",,,,"06","037",,,"219010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219010","Census Tract 2190.10",,,"Census Tract 2190.10, Los Angeles County, California","06037219010","440857","0",,,1042,90.90909,1013,518,495,92.12122,92.12122,53.33333,3207,1990,1217,341.2121,349.697,164.2424,983,638,345,308.4849,304.8485,72.72727,17,17,0,10.90909,10.90909,8.484848,353,248,105,81.81818,77.57576,38.18182,1784,1061,723,203.0303,141.2121,166.0606
"ACSSF","ca","140","00",,,,"06","037",,,"219020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219020","Census Tract 2190.20",,,"Census Tract 2190.20, Los Angeles County, California","06037219020","726495","0",,,1454,87.87878,1290,720,570,99.39394,70.90909,80,4273,2436,1837,430.9091,266.6667,375.7576,790,450,340,182.4242,104.8485,153.3333,69,21,48,40,15.75758,38.18182,474,204,270,125.4545,64.24242,120.6061,2800,1640,1160,368.4849,240,358.1818
"ACSSF","ca","140","00",,,,"06","037",,,"219300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219300","Census Tract 2193",,,"Census Tract 2193, Los Angeles County, California","06037219300","651811","0",,,1515,106.0606,1433,421,1012,113.9394,69.09091,126.6667,3744,967,2777,433.9394,170.303,463.0303,602,117,485,109.697,41.81818,119.3939,137,110,27,63.63636,61.21212,19.39394,352,156,196,101.2121,74.54546,89.09091,2569,569,2000,435.7576,142.4242,442.4243
"ACSSF","ca","140","00",,,,"06","037",,,"219500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219500","Census Tract 2195",,,"Census Tract 2195, Los Angeles County, California","06037219500","557587","0",,,881,63.0303,810,505,305,65.45454,54.54546,55.75758,1965,1344,621,159.3939,144.8485,136.9697,785,590,195,135.1515,100.6061,78.78788,346,281,65,87.27273,77.57576,36.36364,262,202,60,64.24242,58.18182,38.78788,393,221,172,83.0303,77.57576,113.9394
"ACSSF","ca","140","00",,,,"06","037",,,"219700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219700","Census Tract 2197",,,"Census Tract 2197, Los Angeles County, California","06037219700","1092488","0",,,1419,90.30303,1338,613,725,99.39394,96.36364,112.7273,4166,2305,1861,523.6364,489.697,320,971,522,449,149.0909,150.9091,192.7273,108,108,0,52.72727,52.72727,8.484848,336,97,239,110.303,48.48485,106.6667,2673,1506,1167,513.3333,452.7273,315.1515
"ACSSF","ca","140","00",,,,"06","037",,,"219800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219800","Census Tract 2198",,,"Census Tract 2198, Los Angeles County, California","06037219800","446134","0",,,1078,53.93939,967,309,658,60.60606,47.27273,67.27273,3022,915,2107,224.2424,147.8788,250.303,364,47,317,136.3636,24.24242,137.5758,29,0,29,21.21212,8.484848,21.21212,297,105,192,85.45454,54.54546,69.09091,2348,645,1703,247.8788,133.3333,263.6364
"ACSSF","ca","140","00",,,,"06","037",,,"219901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219901","Census Tract 2199.01",,,"Census Tract 2199.01, Los Angeles County, California","06037219901","524891","0",,,1699,133.9394,1626,397,1229,135.7576,78.18182,146.6667,5184,1424,3760,628.4849,307.2727,649.697,567,171,396,129.0909,72.12122,113.3333,139,6,133,66.06061,9.69697,64.84849,574,169,405,201.2121,115.1515,164.8485,3716,1071,2645,669.697,291.5151,649.0909
"ACSSF","ca","140","00",,,,"06","037",,,"219902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037219902","Census Tract 2199.02",,,"Census Tract 2199.02, Los Angeles County, California","06037219902","798150","2669",,,1704,40,1363,498,865,98.18182,78.78788,116.3636,3509,1415,2094,344.8485,244.2424,310.303,428,193,235,170.9091,81.81818,149.0909,37,0,37,27.27273,8.484848,27.27273,659,128,531,151.5152,58.78788,141.8182,2181,1001,1180,276.9697,183.0303,260.606
"ACSSF","ca","140","00",,,,"06","037",,,"220000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037220000","Census Tract 2200",,,"Census Tract 2200, Los Angeles County, California","06037220000","971788","0",,,2339,237.5758,2210,722,1488,239.3939,141.2121,250.303,4482,1659,2823,504.2424,321.8182,511.5151,1761,534,1227,466.6667,206.0606,448.4849,127,0,127,70.30303,8.484848,70.30303,543,230,313,147.8788,100.6061,118.7879,1779,660,1119,253.3333,147.8788,283.0303
"ACSSF","ca","140","00",,,,"06","037",,,"220100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037220100","Census Tract 2201",,,"Census Tract 2201, Los Angeles County, California","06037220100","979773","1590",,,1152,87.87878,1083,526,557,93.93939,98.18182,81.81818,2463,1390,1073,197.5758,226.0606,173.3333,1346,725,621,160,147.2727,164.8485,171,88,83,75.15151,50.30303,51.51515,145,57,88,44.24242,29.69697,40,765,420,345,187.2727,175.1515,102.4242
"ACSSF","ca","140","00",,,,"06","037",,,"221110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221110","Census Tract 2211.10",,,"Census Tract 2211.10, Los Angeles County, California","06037221110","234230","0",,,1240,109.697,1055,123,932,115.1515,56.9697,103.0303,2884,342,2542,336.3636,150.9091,310.9091,46,0,46,41.81818,8.484848,41.81818,369,48,321,176.3636,53.33333,163.0303,19,0,19,12.72727,8.484848,12.72727,2450,294,2156,341.8182,144.2424,318.1818
"ACSSF","ca","140","00",,,,"06","037",,,"221120",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221120","Census Tract 2211.20",,,"Census Tract 2211.20, Los Angeles County, California","06037221120","317503","0",,,827,50.30303,752,70,682,48.48485,17.57576,50.30303,2920,354,2566,246.0606,95.75758,258.1818,25,0,25,15.75758,8.484848,15.75758,171,55,116,88.48485,46.66667,82.42424,22,22,0,18.18182,18.18182,8.484848,2702,277,2425,230.9091,88.48485,238.1818
"ACSSF","ca","140","00",,,,"06","037",,,"221210",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221210","Census Tract 2212.10",,,"Census Tract 2212.10, Los Angeles County, California","06037221210","358791","0",,,962,64.84849,869,197,672,73.33334,32.72727,76.9697,2916,796,2120,278.7879,127.2727,307.8788,13,0,13,9.090909,8.484848,9.090909,234,106,128,76.9697,52.12121,47.87879,258,50,208,140.6061,28.48485,134.5455,2186,459,1727,286.6667,146.6667,305.4546
"ACSSF","ca","140","00",,,,"06","037",,,"221220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221220","Census Tract 2212.20",,,"Census Tract 2212.20, Los Angeles County, California","06037221220","659399","0",,,1011,56.36364,931,185,746,58.18182,33.33333,63.0303,2723,621,2102,241.2121,176.3636,195.7576,26,15,11,16.9697,13.93939,9.69697,151,88,63,56.36364,49.09091,24.84848,85,6,79,33.33333,6.666667,32.72727,2368,512,1856,253.3333,172.1212,212.7273
"ACSSF","ca","140","00",,,,"06","037",,,"221302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221302","Census Tract 2213.02",,,"Census Tract 2213.02, Los Angeles County, California","06037221302","462145","0",,,1342,116.9697,1175,138,1037,126.6667,40.60606,132.1212,3146,569,2577,354.5454,171.5152,374.5454,348,0,348,174.5455,8.484848,174.5455,450,77,373,112.1212,60.60606,130.9091,177,124,53,101.2121,96.9697,29.69697,2147,368,1779,326.0606,152.1212,336.3636
"ACSSF","ca","140","00",,,,"06","037",,,"221303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221303","Census Tract 2213.03",,,"Census Tract 2213.03, Los Angeles County, California","06037221303","233968","0",,,783,46.66667,717,101,616,53.33333,21.21212,55.15152,2419,308,2111,289.697,67.27273,293.9394,154,28,126,64.24242,27.27273,58.18182,163,54,109,59.39394,33.33333,47.27273,146,136,10,55.15152,55.75758,9.090909,1991,90,1901,303.6364,41.81818,306.6667
"ACSSF","ca","140","00",,,,"06","037",,,"221304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221304","Census Tract 2213.04",,,"Census Tract 2213.04, Los Angeles County, California","06037221304","227251","0",,,1219,75.15151,1137,101,1036,79.39394,50.30303,72.12122,3580,226,3354,462.4243,127.8788,442.4243,705,0,705,166.6667,8.484848,166.6667,576,226,350,158.7879,127.8788,103.0303,98,0,98,33.93939,8.484848,33.93939,2197,0,2197,448.4849,8.484848,448.4849
"ACSSF","ca","140","00",,,,"06","037",,,"221401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221401","Census Tract 2214.01",,,"Census Tract 2214.01, Los Angeles County, California","06037221401","542311","0",,,1431,85.45454,1217,149,1068,96.36364,56.36364,110.303,2493,431,2062,300,196.9697,333.9394,1185,10,1175,249.0909,21.21212,250.303,140,32,108,50.90909,24.84848,45.45454,143,50,93,61.81818,45.45454,41.81818,831,267,564,224.8485,187.2727,239.3939
"ACSSF","ca","140","00",,,,"06","037",,,"221402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221402","Census Tract 2214.02",,,"Census Tract 2214.02, Los Angeles County, California","06037221402","532313","0",,,1032,69.09091,967,206,761,73.93939,35.15152,76.36364,2760,1026,1734,286.0606,183.6364,241.8182,523,255,268,124.2424,91.51515,84.24242,535,262,273,125.4545,109.697,64.24242,158,13,145,53.93939,9.69697,55.15152,1263,264,999,279.394,101.2121,250.9091
"ACSSF","ca","140","00",,,,"06","037",,,"221500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221500","Census Tract 2215",,,"Census Tract 2215, Los Angeles County, California","06037221500","380722","0",,,1288,80,1165,246,919,84.84849,68.48485,76.9697,3459,1107,2352,358.1818,309.697,287.2727,412,44,368,105.4545,41.81818,96.9697,173,53,120,87.27273,53.33333,67.27273,458,353,105,232.1212,234.5455,53.33333,2331,594,1737,294.5454,149.697,300
"ACSSF","ca","140","00",,,,"06","037",,,"221601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221601","Census Tract 2216.01",,,"Census Tract 2216.01, Los Angeles County, California","06037221601","369898","0",,,1044,66.06061,962,241,721,78.78788,40,78.78788,3242,1082,2160,266.0606,211.5152,257.5757,226,88,138,90.90909,69.69697,57.57576,164,108,56,98.78788,89.09091,37.57576,269,116,153,96.9697,76.36364,55.15152,2589,770,1819,249.697,165.4545,257.5757
"ACSSF","ca","140","00",,,,"06","037",,,"221602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221602","Census Tract 2216.02",,,"Census Tract 2216.02, Los Angeles County, California","06037221602","522794","0",,,820,66.06061,794,78,716,67.87878,18.18182,67.27273,2223,263,1960,246.0606,71.51515,238.1818,96,0,96,46.06061,8.484848,46.06061,183,78,105,61.21212,49.69697,36.36364,86,5,81,40,4.848485,40,1858,180,1678,244.8485,70.30303,232.1212
"ACSSF","ca","140","00",,,,"06","037",,,"221710",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221710","Census Tract 2217.10",,,"Census Tract 2217.10, Los Angeles County, California","06037221710","327983","0",,,1049,74.54546,889,122,767,76.9697,30.30303,80,2642,426,2216,269.697,120.6061,255.7576,69,0,69,24.24242,8.484848,24.24242,343,0,343,82.42424,8.484848,82.42424,255,59,196,73.33334,44.84848,59.39394,1989,367,1622,246.0606,115.7576,229.0909
"ACSSF","ca","140","00",,,,"06","037",,,"221810",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221810","Census Tract 2218.10",,,"Census Tract 2218.10, Los Angeles County, California","06037221810","304336","0",,,1027,52.12121,901,44,857,63.0303,23.63636,67.27273,2398,157,2241,187.2727,103.0303,193.3333,21,0,21,19.39394,8.484848,19.39394,691,4,687,100.6061,4.242424,100.6061,275,0,275,101.8182,8.484848,101.8182,1079,153,926,186.6667,102.4242,170.9091
"ACSSF","ca","140","00",,,,"06","037",,,"221820",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221820","Census Tract 2218.20",,,"Census Tract 2218.20, Los Angeles County, California","06037221820","204263","0",,,1181,101.8182,969,80,889,103.0303,30.30303,100,2125,160,1965,244.8485,72.72727,246.6667,96,0,96,57.57576,8.484848,57.57576,605,44,561,152.1212,25.45455,145.4545,844,85,759,201.8182,62.42424,207.8788,489,20,469,102.4242,32.12121,99.39394
"ACSSF","ca","140","00",,,,"06","037",,,"221900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037221900","Census Tract 2219",,,"Census Tract 2219, Los Angeles County, California","06037221900","410027","0",,,1032,69.69697,932,39,893,75.15151,10.30303,76.9697,2565,50,2515,312.7273,13.93939,310.9091,302,33,269,185.4545,18.78788,192.1212,723,0,723,125.4545,8.484848,125.4545,585,0,585,157.5758,8.484848,157.5758,656,17,639,176.3636,29.69697,172.1212
"ACSSF","ca","140","00",,,,"06","037",,,"222001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222001","Census Tract 2220.01",,,"Census Tract 2220.01, Los Angeles County, California","06037222001","474298","0",,,1016,63.0303,949,473,476,69.69697,48.48485,76.36364,2744,1636,1108,233.3333,197.5758,199.3939,486,287,199,77.57576,70.90909,70.90909,148,125,23,113.9394,112.7273,13.93939,253,179,74,61.21212,54.54546,36.36364,1787,988,799,251.5152,190.9091,201.8182
"ACSSF","ca","140","00",,,,"06","037",,,"222002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222002","Census Tract 2220.02",,,"Census Tract 2220.02, Los Angeles County, California","06037222002","655705","0",,,1466,97.57576,1426,515,911,103.0303,84.24242,119.3939,4699,1725,2974,461.2121,396.9697,402.4243,976,353,623,187.2727,126.0606,175.7576,67,34,33,46.06061,32.72727,31.51515,601,297,304,311.5151,156.9697,293.3333,3037,1032,2005,449.697,367.8788,307.2727
"ACSSF","ca","140","00",,,,"06","037",,,"222100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222100","Census Tract 2221",,,"Census Tract 2221, Los Angeles County, California","06037222100","478935","0",,,1210,87.87878,1191,384,807,90.30303,60,116.3636,4075,1329,2746,394.5454,304.8485,432.1212,465,262,203,164.2424,126.6667,79.39394,249,47,202,100,46.66667,92.12122,361,349,12,253.9394,255.1515,12.12121,2591,400,2191,363.0303,153.3333,390.303
"ACSSF","ca","140","00",,,,"06","037",,,"222200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222200","Census Tract 2222",,,"Census Tract 2222, Los Angeles County, California","06037222200","481869","0",,,1406,88.48485,1318,300,1018,97.57576,69.69697,100.6061,3622,948,2674,328.4849,204.8485,358.7879,605,91,514,180.6061,53.93939,175.1515,26,0,26,24.24242,8.484848,24.24242,485,279,206,135.1515,135.1515,65.45454,2447,501,1946,316.9697,150.303,346.6667
"ACSSF","ca","140","00",,,,"06","037",,,"222500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222500","Census Tract 2225",,,"Census Tract 2225, Los Angeles County, California","06037222500","652465","0",,,1359,79.39394,1229,312,917,81.81818,61.81818,103.0303,4177,1236,2941,444.8485,281.2121,455.1515,848,303,545,239.3939,126.6667,223.6364,120,120,0,100.6061,100.6061,8.484848,97,22,75,49.69697,21.81818,47.27273,3173,818,2355,425.4546,253.3333,413.9394
"ACSSF","ca","140","00",,,,"06","037",,,"222600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222600","Census Tract 2226",,,"Census Tract 2226, Los Angeles County, California","06037222600","651938","0",,,1857,92.12122,1621,258,1363,91.51515,63.0303,84.84849,5165,1035,4130,386.6667,244.8485,382.4243,343,0,343,115.1515,11.51515,115.1515,1058,64,994,245.4545,61.21212,233.3333,988,77,911,278.7879,69.09091,266.6667,2655,894,1761,304.8485,232.1212,343.0303
"ACSSF","ca","140","00",,,,"06","037",,,"222700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037222700","Census Tract 2227",,,"Census Tract 2227, Los Angeles County, California","06037222700","821876","0",,,213,32.72727,177,0,177,29.69697,8.484848,29.69697,517,0,517,100,8.484848,100,38,0,38,37.57576,8.484848,37.57576,244,0,244,86.66666,8.484848,86.66666,108,0,108,52.72727,8.484848,52.72727,66,0,66,32.12121,8.484848,32.12121
"ACSSF","ca","140","00",,,,"06","037",,,"224010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037224010","Census Tract 2240.10",,,"Census Tract 2240.10, Los Angeles County, California","06037224010","830399","0",,,1847,104.8485,1706,0,1706,111.5152,8.484848,111.5152,2900,0,2900,274.5454,8.484848,274.5454,673,0,673,168.4848,8.484848,168.4848,399,0,399,121.8182,8.484848,121.8182,366,0,366,92.12122,8.484848,92.12122,1433,0,1433,270.303,8.484848,270.303
"ACSSF","ca","140","00",,,,"06","037",,,"224020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037224020","Census Tract 2240.20",,,"Census Tract 2240.20, Los Angeles County, California","06037224020","1232331","0",,,1022,67.87878,936,21,915,67.27273,16.9697,69.69697,2789,140,2649,340,113.9394,320,384,0,384,261.8182,8.484848,261.8182,43,0,43,25.45455,8.484848,25.45455,175,0,175,90.30303,8.484848,90.30303,2098,140,1958,230.303,113.9394,225.4545
"ACSSF","ca","140","00",,,,"06","037",,,"224200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037224200","Census Tract 2242",,,"Census Tract 2242, Los Angeles County, California","06037224200","368196","0",,,823,80.60606,752,75,677,82.42424,23.63636,82.42424,2164,249,1915,286.0606,73.33334,278.1818,53,0,53,30.30303,8.484848,30.30303,77,77,0,34.54546,34.54546,8.484848,93,66,27,49.09091,48.48485,12.12121,1903,106,1797,273.3333,43.0303,271.5151
"ACSSF","ca","140","00",,,,"06","037",,,"224310",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037224310","Census Tract 2243.10",,,"Census Tract 2243.10, Los Angeles County, California","06037224310","180792","0",,,609,35.75758,588,76,512,38.18182,18.18182,44.24242,1626,295,1331,149.697,86.06061,158.7879,48,0,48,36.36364,8.484848,36.36364,173,0,173,91.51515,8.484848,91.51515,148,99,49,73.33334,65.45454,21.21212,1232,196,1036,160,78.18182,161.2121
